FST,DPS,DISTANCE,DEPTH_F,HLI_F,CTI_F,DEPTH_T,HLI_T,CTI_T,hli,cti,dd5,err27,rsp,ridge,hab_ratio
0.018628,0.26949,1755.94,6.030000002,1307,8.520578401,3.070000001,1170,6.675704501,1856.77,5.370000003,587.3299997,0.38,54.96,0.01,0.000107527
0.1811,0.39815,6349.379998,6.030000002,1307,8.520578401,3.570000001,1344,5.836809599,1914.079999,5.810000001,515.2100002,0.37,34.18000001,0.01,0.000178571
0.233912,0.42445,6458.450001,6.030000002,1307,8.520578401,2.000000001,1525,5.3280978,1755.380001,5.96,515.1799999,0.39,39.74,0.06,0.000144928
0.293583,0.47604,7421.239999,6.030000002,1307,8.520578401,2.000000001,1451,6.376057101,1958.07,5.989999999,512.69,0.4,44,0.04,0.000192308
0.117798,0.20123,1019.55,4.700000001,1262,9.949107205,6.030000002,1307,8.520578401,2058.020001,5.820000001,519.7900001,0.35,38.99999999,0.02,0.00125
0.00185,0.17664,2132.65,6.030000002,1307,8.520578401,8.000000003,1269.999999,7.547134902,1702.12,5.820000001,564.1400002,0.42,39.76999999,0.01,0.000111111
0.176838,0.40851,6338.030003,6.030000002,1307,8.520578401,3.000000001,1329,8.945763596,1779.190001,5.780000002,521.1400002,0.45,47.89999998,0.04,1.538461538
0.157464,0.23851,1025.74,2.000000001,1210,6.526194999,6.030000002,1307,8.520578401,1721.54,5.890000002,551.43,0.37,45.93999999,0.02,0.000121951
0.168076,0.26057,1757.560001,3.890000001,1548,9.763032001,6.030000002,1307,8.520578401,1961.010001,5.670000001,526.5000002,0.42,47.31999999,0.06,0.000212766
0.236609,0.42083,6145.110003,6.030000002,1307,8.520578401,4.999999998,1315.000001,11.247303,1874.839999,5.719999998,506.4100001,0.41,38.23999999,0.02,0.000178571
0.181046,0.25668,2314.969999,12.69999999,1285,12.42983821,6.030000002,1307,8.520578401,2283.57,5.200000002,541.1399998,0.42,45.00000001,0.06,0.00025641
0.348463,0.31458,2482.9,0.25,1606.000001,7.547778601,6.030000002,1307,8.520578401,2135.370001,5.270000002,519.1900001,0.43,48.83,0.08,0.00025641
0.403061,0.55342,7825.879999,6.030000002,1307,8.520578401,3.350000001,1352.000001,7.438544299,1846.909999,5.820000001,518.5599998,0.41,38.17000001,0.04,0.00015625
0.233103,0.2191,1806.730001,16.97,1305,12.3458347,6.030000002,1307,8.520578401,2187.08,5.239999998,554.34,0.4,44.49999999,0.04,0.0002
0.232808,0.48131,7669.180003,6.030000002,1307,8.520578401,22.85999999,1303.999999,8.041725198,1750.95,5.989999999,505.5600001,0.38,44.94000001,0.04,0.000217391
0.072418,0.29188,2485.39,6.030000002,1307,8.520578401,24.29999999,1316,12.25486279,1670.65,5.849999999,555.4599998,0.41,38.23999999,0.01,0.000114943
0.167034,0.42604,6563.540003,6.030000002,1307,8.520578401,4.020000001,1286,5.945085001,1780.060001,5.969999998,515.78,0.39,39.94999999,0.07,0.000151515
0.1158,0.45,4221.45,6.030000002,1307,8.520578401,5.999999999,1310,9.210340498,1797.95,5.540000001,525.85,0.41,43.39000001,0.04,0.000149254
0.204393,0.22386,2764.249999,5.700000001,1174,4.995123402,6.030000002,1307,8.520578401,2180.88,4.920000002,563.8800001,0.49,60.45999998,0.18,0.000149254
0.130093,0.31591,3426.479999,6.030000002,1307,8.520578401,3.08,1332,17.5767098,1653.910001,6.139999999,552.9899999,0.41,33.81999998,1.00E-04,0.000136986
0.283118,0.53723,6298.629997,3.299999998,1294,5.179369501,1.00E-04,1245,4.845000701,1904.44,5.34,447.5900001,0.42,52.14999998,0.15,0.000263158
0.003141,0.13761,1358.03,1.980000001,1309,8.144791596,3.299999998,1294,5.179369501,1651.6,5.700000001,577.6900002,0.41,44.12999999,0.04,0.000107527
0.011684,0.23654,415.8899999,3.299999998,1294,5.179369501,3.070000001,1170,6.675704501,1538.92,5.900000001,567.64,0.38,44.70999999,1.00E-04,1.00E-04
0.183231,0.36657,4983.329999,3.299999998,1294,5.179369501,3.570000001,1344,5.836809599,1902.57,5.700000001,471.3500001,0.37,38.24999999,0.06,3.448275862
0.225462,0.41268,5108.629997,3.299999998,1294,5.179369501,2.000000001,1525,5.3280978,1923.539999,5.01,469.62,0.41,45.45000002,0.04,0.000277778
0.285793,0.48371,6078.449998,3.299999998,1294,5.179369501,2.000000001,1451,6.376057101,1920.859999,5.270000002,469.06,0.4,42.52999999,0.02,0.00027027
0.114735,0.2339,1988.949999,4.700000001,1262,9.949107205,3.299999998,1294,5.179369501,2282.35,5.109999999,518.6700001,0.39,42.15999999,0.08,0.000294118
1.00E-04,0.1102,611.1800001,3.299999998,1294,5.179369501,8.000000003,1269.999999,7.547134902,1778.089999,6.539999997,538.8400001,0.47,33.04000001,1.00E-04,0.000111111
0.197635,0.43597,5136.909998,3.299999998,1294,5.179369501,3.000000001,1329,8.945763596,1719.159999,5.98,508.0899999,0.38,37.05000001,0.05,0.000144928
0.151591,0.28646,2387.699999,2.000000001,1210,6.526194999,3.299999998,1294,5.179369501,1838.8,6.339999997,541.1000002,0.42,44.09999998,0.06,0.000238095
0.170615,0.29413,2759.350001,3.890000001,1548,9.763032001,3.299999998,1294,5.179369501,2457.270001,5.070000002,508.9100002,0.39,45.35000002,0.07,0.00025
0.247952,0.45871,4618.849998,3.299999998,1294,5.179369501,4.999999998,1315.000001,11.247303,1898.730001,5.730000002,484.6799998,0.41,38.68000002,0.05,0.000238095
0.1725,0.28459,3387.640001,12.69999999,1285,12.42983821,3.299999998,1294,5.179369501,2344.749999,5.150000002,508.9500001,0.4,48.81,0.07,0.00025
0.291937,0.34337,3455.329999,0.25,1606.000001,7.547778601,3.299999998,1294,5.179369501,2633.339999,5.01,484.42,0.44,55.04999999,0.1,0.000526316
0.389213,0.58193,6503.490001,3.299999998,1294,5.179369501,3.350000001,1352.000001,7.438544299,2299.349999,4.840000001,470.5999999,0.42,56.17000003,0.13,0.000322581
0.155045,0.22184,3007.570001,16.97,1305,12.3458347,3.299999998,1294,5.179369501,2141.38,5.300000002,528.5800002,0.41,45.64,0.07,0.000185185
0.255968,0.45162,6139.279997,3.299999998,1294,5.179369501,22.85999999,1303.999999,8.041725198,1766.84,6.179999997,487.3399998,0.38,45.60000002,0.06,0.000277778
0.040444,0.22782,960.1200003,3.299999998,1294,5.179369501,24.29999999,1316,12.25486279,1640.51,5.939999998,523.37,0.45,35.47999998,1.00E-04,0.000119048
0.201846,0.43996,5217.079998,3.299999998,1294,5.179369501,4.020000001,1286,5.945085001,1930.449999,4.920000002,469.4899999,0.41,47.62,0.02,0.00025
0.0634,0.41212,2696.69,3.299999998,1294,5.179369501,5.999999999,1310,9.210340498,1930.960001,5.719999998,491.7299998,0.42,43.53000002,0.05,0.000196078
0.187178,0.26169,4093.829999,5.700000001,1174,4.995123402,3.299999998,1294,5.179369501,2322.509999,5.490000003,536.7300001,0.44,45.31000001,0.07,0.000208333
0.103062,0.30627,2137.489999,3.299999998,1294,5.179369501,3.08,1332,17.5767098,1924.83,5.900000001,509.62,0.39,36.98,0.01,0.000192308
0.264834,0.54239,7598.349997,1.980000001,1309,8.144791596,1.00E-04,1245,4.845000701,1905.66,5.610000003,481.4800002,0.41,47.03,0.03,0.000238095
0.184325,0.43343,6007.849997,3.070000001,1170,6.675704501,1.00E-04,1245,4.845000701,1954.78,5.629999999,454.2300001,0.42,40.41,0.04,0.000344828
0.109718,0.26518,1719.570001,3.570000001,1344,5.836809599,1.00E-04,1245,4.845000701,1516.130001,5.540000001,422.9200001,0.41,51.17000001,0.05,0.002
0.131931,0.26941,1732.700001,2.000000001,1525,5.3280978,1.00E-04,1245,4.845000701,1614.44,5.139999998,415.1900001,0.43,58.00000003,0.05,0.002
0.141354,0.31102,1394.98,2.000000001,1451,6.376057101,1.00E-04,1245,4.845000701,1851.589999,5.900000001,407.1400001,0.39,49.48000002,0.06,0.005
0.228043,0.44096,8259.209998,4.700000001,1262,9.949107205,1.00E-04,1245,4.845000701,2035.979999,5.139999998,463.82,0.43,46.22000001,0.07,0.000277778
0.233846,0.47599,5780.110002,8.000000003,1269.999999,7.547134902,1.00E-04,1245,4.845000701,1931.49,5.410000001,450.0100001,0.42,42.34000001,0.07,0.000294118
0.149089,0.31707,2647.830001,3.000000001,1329,8.945763596,1.00E-04,1245,4.845000701,2005.369999,5.239999998,453.3899999,0.4,55.28999998,0.15,0.533333334
0.222219,0.46864,8685.039997,2.000000001,1210,6.526194999,1.00E-04,1245,4.845000701,2171.58,5.210000001,474.6,0.42,50.56000001,0.09,0.000263158
0.213883,0.44777,8979.090001,3.890000001,1548,9.763032001,1.00E-04,1245,4.845000701,1945.960001,5.419999998,463.0399998,0.41,44.35000001,0.03,0.000333333
0.022811,0.21558,2783.86,4.999999998,1315.000001,11.247303,1.00E-04,1245,4.845000701,1700.53,5.469999998,478.79,0.45,58.70000001,0.03,0.000208333
0.288925,0.50797,9598.640002,12.69999999,1285,12.42983821,1.00E-04,1245,4.845000701,2062.44,5.440000001,463.6100002,0.42,46.25,0.05,0.000416667
0.280357,0.53165,9608.520001,0.25,1606.000001,7.547778601,1.00E-04,1245,4.845000701,1995.39,5.220000001,460.14,0.4,44.21000001,0.08,0.0005
0.206697,0.40057,1604.8,3.350000001,1352.000001,7.438544299,1.00E-04,1245,4.845000701,2110.59,5.139999998,414.1900001,0.43,45.7,0.07,0.002
0.324461,0.54137,9281.620005,16.97,1305,12.3458347,1.00E-04,1245,4.845000701,1970.66,5.150000002,471.52,0.43,45.4,0.1,0.000227273
0.053753,0.21301,2004.750001,22.85999999,1303.999999,8.041725198,1.00E-04,1245,4.845000701,1336.31,6.019999998,517.2100002,0.41,39.47000001,0.02,0.000126582
0.244986,0.48014,5455.18,24.29999999,1316,12.25486279,1.00E-04,1245,4.845000701,1790.63,5.34,451.43,0.4,44.59000002,0.06,0.000384615
0.095597,0.29286,1687.22,4.020000001,1286,5.945085001,1.00E-04,1245,4.845000701,1620.630001,5.680000002,409.2799998,0.45,61.45,0.04,0.002
0.2758,0.41817,3724.810001,5.999999999,1310,9.210340498,1.00E-04,1245,4.845000701,1639.259999,6.350000001,461.1799999,0.4,37.68999999,0.04,0.000322581
0.289313,0.50106,10384.17,5.700000001,1174,4.995123402,1.00E-04,1245,4.845000701,1992.3,5.01,479.0399999,0.44,51.07000002,0.05,0.000227273
0.179542,0.41161,4415.920001,3.08,1332,17.5767098,1.00E-04,1245,4.845000701,1783.07,6.569999997,460.5999998,0.38,35.56000001,0.03,2.702702702
0.036496,0.27004,1591.55,1.980000001,1309,8.144791596,3.070000001,1170,6.675704501,1724.57,5.719999998,584.0299998,0.4,62.08999998,0.05,0.000102041
0.172917,0.34667,6197.639997,1.980000001,1309,8.144791596,3.570000001,1344,5.836809599,1999.000001,5.730000002,510.9900002,0.37,39.18000002,0.0096618,0.000185185
0.226314,0.41034,6308.530001,1.980000001,1309,8.144791596,2.000000001,1525,5.3280978,1846.599999,5.890000002,510.9399998,0.39,40.27000001,0.06,0.000151515
0.248788,0.47949,7272.710001,1.980000001,1309,8.144791596,2.000000001,1451,6.376057101,1971.8,5.880000001,508.23,0.39,43.51000001,0.06,0.000192308
0.133241,0.25584,1051.78,4.700000001,1262,9.949107205,1.980000001,1309,8.144791596,2140.61,5.629999999,518.3600002,0.34,40.55000002,0.08,0.625
0.019841,0.14518,1960.14,1.980000001,1309,8.144791596,8.000000003,1269.999999,7.547134902,1735.100001,5.719999998,562.2999998,0.44,41.80000002,0.01,0.000108696
0.186097,0.37888,6203.640003,1.980000001,1309,8.144791596,3.000000001,1329,8.945763596,1941.249999,5.519999998,519.0599998,0.45,46.3,0.05,4.477611939
0.153602,0.27842,1149.86,2.000000001,1210,6.526194999,1.980000001,1309,8.144791596,1857.25,6.07,556.5600002,0.36,32.57999999,0.02,0.070422535
0.151913,0.31374,1822.06,3.890000001,1548,9.763032001,1.980000001,1309,8.144791596,1987.519999,5.730000002,522.8799999,0.4,44.82999999,0.09,0.025
0.209301,0.43121,5972.580001,1.980000001,1309,8.144791596,4.999999998,1315.000001,11.247303,1900.39,5.750000001,504.2299999,0.42,39.35999999,0.03,0.000172414
0.168578,0.27293,2399.829999,12.69999999,1285,12.42983821,1.980000001,1309,8.144791596,2277.279999,5.090000002,532.8399997,0.43,43.96999999,0.06,0.05
0.272908,0.35767,2553.290001,0.25,1606.000001,7.547778601,1.980000001,1309,8.144791596,2043.720001,5.410000001,514.98,0.41,43.04000001,0.09,0.048780488
0.340679,0.55948,7679.829996,1.980000001,1309,8.144791596,3.350000001,1352.000001,7.438544299,1872.729999,5.849999999,515.3800002,0.41,41.44,0.02,0.000166667
0.177851,0.25948,1908.32,16.97,1305,12.3458347,1.980000001,1309,8.144791596,2207.87,5.35,546.1800001,0.4,47.94999998,0.1,0.12
0.247132,0.47547,7497.319998,1.980000001,1309,8.144791596,22.85999999,1303.999999,8.041725198,1744.919999,6.030000002,503.6499998,0.39,45.20999999,0.04,0.000212766
0.074037,0.24427,2312.920001,1.980000001,1309,8.144791596,24.29999999,1316,12.25486279,1700.66,5.770000003,552.1100001,0.43,39.16000001,0.01,0.000117647
0.174379,0.38008,6414.060002,1.980000001,1309,8.144791596,4.020000001,1286,5.945085001,1810.860001,5.939999998,510.8999998,0.39,42.65,0.1,0.000147059
0.1024,0.45463,4050.799998,1.980000001,1309,8.144791596,5.999999999,1310,9.210340498,1843.38,5.739999998,522.47,0.42,41.99000001,0.03,0.00015873
0.184519,0.31478,2896.040001,5.700000001,1174,4.995123402,1.980000001,1309,8.144791596,2053.919999,5.410000001,563.0899998,0.48,47.31000002,0.05,0.014705882
0.097378,0.28287,3277.340001,1.980000001,1309,8.144791596,3.08,1332,17.5767098,1737.460001,5.909999998,548.4700002,0.41,37.45,0.01,0.000135135
0.094067,0.36567,4639.749998,3.070000001,1170,6.675704501,3.570000001,1344,5.836809599,1923.470001,5.440000001,470.0900001,0.36,44.79999998,0.08,0.00027027
0.129124,0.38048,4759.089998,3.070000001,1170,6.675704501,2.000000001,1525,5.3280978,2201.64,4.960000001,470.52,0.39,48.82,0.05,0.00025
0.171688,0.42366,5727.92,3.070000001,1170,6.675704501,2.000000001,1451,6.376057101,2158.81,5.090000002,469.78,0.39,48.73999999,0.05,0.000222222
0.083706,0.27697,2348.15,4.700000001,1262,9.949107205,3.070000001,1170,6.675704501,2224.41,6.350000001,540.2100001,0.36,27.86999999,0.05,0.000181818
1.00E-04,0.17634,642.3599999,3.070000001,1170,6.675704501,8.000000003,1269.999999,7.547134902,1743.679999,4.939999999,542.1100001,0.45,39.04000002,0.04,0.00012987
0.105043,0.39148,4748.57,3.070000001,1170,6.675704501,3.000000001,1329,8.945763596,1710.670001,5.490000003,500.8999998,0.39,45.90999999,0.06,0.000131579
0.114386,0.29556,2691.000001,2.000000001,1210,6.526194999,3.070000001,1170,6.675704501,1895.5,5.800000003,555.9599999,0.42,41.66000001,0.1,0.000178571
0.151593,0.33393,3133.199998,3.890000001,1548,9.763032001,3.070000001,1170,6.675704501,2093.380001,5.98,529.9699999,0.36,33.17,0.05,2.272727273
0.136268,0.39241,4479.839998,3.070000001,1170,6.675704501,4.999999998,1315.000001,11.247303,1914.980001,5.969999998,485.0400001,0.39,31.02000001,0.05,0.000232558
0.185228,0.35504,3759.64,12.69999999,1285,12.42983821,3.070000001,1170,6.675704501,2221.08,5.890000002,528.4699999,0.37,38.12000001,0.11,2.272727273
0.303214,0.44137,3840.190002,0.25,1606.000001,7.547778601,3.070000001,1170,6.675704501,2479.14,5.200000002,507.0299998,0.41,41.67999998,0.06,0.000333333
0.29379,0.5375,6146.770003,3.070000001,1170,6.675704501,3.350000001,1352.000001,7.438544299,2240.61,5.499999999,480.8200001,0.39,42.74,0.03,0.000285714
0.192494,0.33929,3355.369998,16.97,1305,12.3458347,3.070000001,1170,6.675704501,1808.349999,5.760000002,541.76,0.4,38.94999999,0.03,0.000147059
0.145972,0.37775,5960.429999,3.070000001,1170,6.675704501,22.85999999,1303.999999,8.041725198,1715.91,5.939999998,476.8199999,0.4,47.38000001,0.02,5.882352942
0.013651,0.20639,911.1299996,3.070000001,1170,6.675704501,24.29999999,1316,12.25486279,1656.160001,5.589999999,519.4599998,0.44,62.37999999,1.00E-04,0.000135135
0.071325,0.40595,4866.510001,3.070000001,1170,6.675704501,4.020000001,1286,5.945085001,2230.23,5.059999998,471.04,0.4,49.43999999,0.03,0.000227273
0.0583,0.52991,2497.920001,3.070000001,1170,6.675704501,5.999999999,1310,9.210340498,1847.770001,5.820000001,484.7000001,0.41,40.14999998,0.02,9.090909089
0.17681,0.34715,4422.289998,5.700000001,1174,4.995123402,3.070000001,1170,6.675704501,2150.98,5.400000002,550.5099998,0.46,41.64000001,0.1,0.000175439
0.049625,0.29309,1755.650001,3.070000001,1170,6.675704501,3.08,1332,17.5767098,1763.130001,5.880000001,499.1400002,0.38,41.53999998,0.05,0.000169492
0.006424,0.1594,175.8400001,3.570000001,1344,5.836809599,2.000000001,1525,5.3280978,1347.16,8.400000001,488.9999998,0.46,5.159999997,1.00E-04,1.00E-04
0.137295,0.25614,1103.76,3.570000001,1344,5.836809599,2.000000001,1451,6.376057101,2317.239999,6.150000001,464.2599999,0.33,20.32000001,0.05,0.000344828
0.138536,0.34912,6972.269998,4.700000001,1262,9.949107205,3.570000001,1344,5.836809599,2016.47,5.519999998,484.5799998,0.37,39.09000001,0.07,3.333333332
0.123232,0.35637,4546.05,8.000000003,1269.999999,7.547134902,3.570000001,1344,5.836809599,1993.199999,5.969999998,448.08,0.36,41.86,0.1,17.39130434
0.013906,0.17496,1138.26,3.000000001,1329,8.945763596,3.570000001,1344,5.836809599,2074.309999,5.840000001,543.8200001,0.39,29.15000001,0.1,0.191176471
0.145351,0.37248,7325.869999,2.000000001,1210,6.526194999,3.570000001,1344,5.836809599,2109.370001,5.150000002,505.6700002,0.38,48.33000001,0.04,0.000217391
0.189181,0.35466,7735.639997,3.890000001,1548,9.763032001,3.570000001,1344,5.836809599,2098.009999,5.600000001,478.12,0.39,41.12999999,0.05,3.333333332
0.070555,0.20863,2916.03,4.999999998,1315.000001,11.247303,3.570000001,1344,5.836809599,2090.890001,5.820000001,445.6000002,0.42,48.80000001,0.11,0.03125
0.249136,0.41518,8363.799998,12.69999999,1285,12.42983821,3.570000001,1344,5.836809599,2089.150001,5.550000001,478.54,0.4,42.44000001,0.03,3.124999999
0.293556,0.48735,8411.359999,0.25,1606.000001,7.547778601,3.570000001,1344,5.836809599,2174.620001,5.469999998,459.5099998,0.41,50.86,0.07,13.79310345
0.195379,0.33578,1547.95,3.570000001,1344,5.836809599,3.350000001,1352.000001,7.438544299,1779.15,6.740000001,468.5600001,0.36,23.88000001,0.01,0.000384615
0.276896,0.43088,7989.200003,16.97,1305,12.3458347,3.570000001,1344,5.836809599,1989.39,5.57,495.8000002,0.38,38.80000001,0.04,2.43902439
0.094495,0.28091,3073.820001,3.570000001,1344,5.836809599,22.85999999,1303.999999,8.041725198,1401.2,6.699999997,533.7500002,0.35,29.52000001,0.01,0.012345679
0.154612,0.41007,4264.559999,24.29999999,1316,12.25486279,3.570000001,1344,5.836809599,2156.459999,5.829999998,441.8099998,0.37,38.83000001,0.09,18.18181819
1.00E-04,0.11933,274.84,3.570000001,1344,5.836809599,4.020000001,1286,5.945085001,1342.099999,7.599999998,488.9999998,0.45,4.100000001,1.00E-04,1.00E-04
0.171,0.33973,2767.960001,5.999999999,1310,9.210340498,3.570000001,1344,5.836809599,2089.31,6.05,429.8599999,0.38,53.50000001,0.09,0.0005
0.247415,0.41417,9061.979998,5.700000001,1174,4.995123402,3.570000001,1344,5.836809599,2047.870001,5.34,509.4300002,0.41,44.23000001,0.06,0.000222222
0.078331,0.27416,2925.119999,3.08,1332,17.5767098,3.570000001,1344,5.836809599,2011.66,6.06,477.57,0.33,36.09999999,0.06,0.000243902
0.151526,0.22627,969.8199997,2.000000001,1525,5.3280978,2.000000001,1451,6.376057101,1846.450001,6.579999998,465.8100002,0.37,22.80999999,0.03,0.000238095
0.152695,0.32515,7097.000003,4.700000001,1262,9.949107205,2.000000001,1525,5.3280978,2008.349999,5.080000002,484.7499999,0.4,45.66,0.04,0.000285714
0.161181,0.36706,4681.890002,8.000000003,1269.999999,7.547134902,2.000000001,1525,5.3280978,1928.2,5.559999999,447.7799998,0.38,45.15999999,0.1,0.000454545
0.043143,0.2497,1017.78,3.000000001,1329,8.945763596,2.000000001,1525,5.3280978,2067.64,6.650000002,557.9500002,0.35,20.19999999,0.05,0.363636364
0.151275,0.32394,7440.940001,2.000000001,1210,6.526194999,2.000000001,1525,5.3280978,2135.130001,5.109999999,508.5300001,0.4,48.03000002,0.05,0.000185185
0.216695,0.32677,7864.239999,3.890000001,1548,9.763032001,2.000000001,1525,5.3280978,2172.01,5.39,478.8999998,0.41,43.24999998,0.04,6.06060606
0.116923,0.2708,3081.510001,4.999999998,1315.000001,11.247303,2.000000001,1525,5.3280978,2016.34,5.810000001,448.1500001,0.43,47.94,0.07,0.026315789
0.27833,0.37476,8492.62,12.69999999,1285,12.42983821,2.000000001,1525,5.3280978,2158,5.35,480.1000002,0.42,44.52999999,0.04,5.882352942
0.330512,0.4862,8543.999998,0.25,1606.000001,7.547778601,2.000000001,1525,5.3280978,2161.27,5.270000002,461.5700001,0.42,51.32000001,0.07,0.000333333
0.21406,0.29346,1403.41,2.000000001,1525,5.3280978,3.350000001,1352.000001,7.438544299,1626.079999,6.41,465.3799999,0.4,39.71999999,0.04,0.000277778
0.302235,0.39755,8111.949999,16.97,1305,12.3458347,2.000000001,1525,5.3280978,2046.31,5.329999999,496.2400002,0.4,45.52000001,0.07,0.000217391
0.124748,0.28522,3187.11,2.000000001,1525,5.3280978,22.85999999,1303.999999,8.041725198,1427.160001,6.319999999,527.6499999,0.37,33.46999999,0.01,0.000121951
0.195322,0.40151,4405.65,24.29999999,1316,12.25486279,2.000000001,1525,5.3280978,2056.550001,5.849999999,442.72,0.38,40.42,0.08,0.000625
1.00E-04,0.18897,110.3,2.000000001,1525,5.3280978,4.020000001,1286,5.945085001,1386,6.820000001,487.6400001,0.55,1.75,1.00E-04,1.00E-04
0.2016,0.35176,2932.420001,5.999999999,1310,9.210340498,2.000000001,1525,5.3280978,2041.380001,5.760000002,435.8100002,0.4,48.42000002,0.03,0.000454545
0.269638,0.36951,9179.970003,5.700000001,1174,4.995123402,2.000000001,1525,5.3280978,2140.030001,5.280000001,512.29,0.43,44.45,0.02,0.000188679
